Recipe A,Recipe B,Similarity Score
Locate a Manifest on a Web Map,Audio Presentation with Accompanying Image,0.19917275777819027
Locate a Manifest on a Web Map,Begin playback at a specific point - Time-based media,0.15352857648779966
Locate a Manifest on a Web Map,Providing Access to Transcript Files of A/V Content,0.1665977019643569
Locate a Manifest on a Web Map,HTML in Annotations,0.2094197766878226
Locate a Manifest on a Web Map,Simple Annotation — Tagging,0.23579855683786224
Locate a Manifest on a Web Map,Table of Contents for Book Chapters,0.22297071170744792
Locate a Manifest on a Web Map,Table of Contents for A/V Content,0.18371701291403886
Locate a Manifest on a Web Map,Metadata on any Resource,0.17869322445706745
Locate a Manifest on a Web Map,Multi-volume Work with Individually-bound Volumes,0.14394645596310626
Locate a Manifest on a Web Map,Multiple Volumes in a Single Bound Volume,0.20006641536543765
Locate a Manifest on a Web Map,Simple Collection,0.21144174281180955
Locate a Manifest on a Web Map,Providing Alternative Representations,0.2575854297739384
Locate a Manifest on a Web Map,Linking to Web Page of an Object,0.30164078951629475
Locate a Manifest on a Web Map,Linking to Structured Metadata,0.260596793010912
Locate a Manifest on a Web Map,Table of Contents for Multiple A/V Files on a Single Canvas,0.18525740777084057
Locate a Manifest on a Web Map,Table of Contents for Multiple A/V Files on Multiple Canvases,0.1742027938395909
Locate a Manifest on a Web Map,Basic Newspaper,0.15815266932416794
Locate a Manifest on a Web Map,Using Caption and Subtitle Files in Multiple Languages with Video Content,0.17138877005050296
Locate a Manifest on a Web Map,Image Thumbnail for Manifest,0.2290704547630841
Locate a Manifest on a Web Map,Displaying Multiple Values with Language Maps,0.169984852609499
Locate a Manifest on a Web Map,Represent Canvas Fragment as a Geographic Area in a Web Mapping Client,0.21349496202269286
Locate a Manifest on a Web Map,Load Manifest Beginning with a Specific Canvas,0.25472786485617976
Locate a Manifest on a Web Map,Using Caption and Subtitle Files with Video Content,0.16009809946649353
Locate a Manifest on a Web Map,Navigation by Chronology,0.12637495816851893
Locate a Manifest on a Web Map,Acknowledge Content Contributors,0.17846882575619685
Locate a Manifest on a Web Map,Locate Multiple Canvases on a Web Map,0.38202592818167086
Locate a Manifest on a Web Map,Annotation with a Non-Rectangular Polygon (Updated),0.12861983020496265
Locate a Manifest on a Web Map,Simplest Annotation,0.2736642673582804
Locate a Manifest on a Web Map,Embedded or referenced Annotations,0.15743620361126645
Locate a Manifest on a Web Map,Missing Images in a Sequence,0.2423009570669487
Locate a Manifest on a Web Map,Addressing a Spatial Region,0.22845958536281966
Locate a Manifest on a Web Map,Image in Annotations,0.27309677216051675
Load Manifest Beginning with a Specific Canvas,Simplest Manifest - Single Image File,0.32350027608776327
Load Manifest Beginning with a Specific Canvas,Simplest Manifest - Audio,0.21278353351153945
Load Manifest Beginning with a Specific Canvas,Simplest Manifest - Video,0.24339290311441844
Load Manifest Beginning with a Specific Canvas,Image and Canvas with Differing Dimensions,0.3084149288225211
Load Manifest Beginning with a Specific Canvas,Support Deep Viewing with Basic Use of a IIIF Image Service,0.41615045889622715
Load Manifest Beginning with a Specific Canvas,Internationalization and Multi-language Values,0.21829352100925434
Load Manifest Beginning with a Specific Canvas,Embedding HTML in descriptive properties,0.24757566264480202
Load Manifest Beginning with a Specific Canvas,Rights statement,0.2555164002702367
Load Manifest Beginning with a Specific Canvas,Simple Manifest - Book,0.4833333237220933
Load Manifest Beginning with a Specific Canvas,Viewing direction and Its Effect on Navigation,0.2988704333790679
Load Manifest Beginning with a Specific Canvas,"Book 'behavior' Variations (continuous, individuals)",0.3204663141332121
Load Manifest Beginning with a Specific Canvas,Load a Preview Image Before the Main Content,0.22459756506830691
Load Manifest Beginning with a Specific Canvas,Audio Presentation with Accompanying Image,0.2731910113709589
Load Manifest Beginning with a Specific Canvas,Begin playback at a specific point - Time-based media,0.4379069744954912
Load Manifest Beginning with a Specific Canvas,Providing Access to Transcript Files of A/V Content,0.2139040770883907
Load Manifest Beginning with a Specific Canvas,HTML in Annotations,0.27102046686772535
Load Manifest Beginning with a Specific Canvas,Simple Annotation — Tagging,0.313006512751844
Load Manifest Beginning with a Specific Canvas,Table of Contents for Book Chapters,0.32038419365550863
Load Manifest Beginning with a Specific Canvas,Table of Contents for A/V Content,0.21885579796493504
Load Manifest Beginning with a Specific Canvas,Metadata on any Resource,0.22713292656421197
Load Manifest Beginning with a Specific Canvas,Multi-volume Work with Individually-bound Volumes,0.14584463575895482
Load Manifest Beginning with a Specific Canvas,Multiple Volumes in a Single Bound Volume,0.28275177062026147
Load Manifest Beginning with a Specific Canvas,Simple Collection,0.1948918304874286
Load Manifest Beginning with a Specific Canvas,Providing Alternative Representations,0.3624477307308587
Load Manifest Beginning with a Specific Canvas,Linking to Web Page of an Object,0.30982348508902335
Load Manifest Beginning with a Specific Canvas,Linking to Structured Metadata,0.3665422988112348
Load Manifest Beginning with a Specific Canvas,Table of Contents for Multiple A/V Files on a Single Canvas,0.2469131182146086
Load Manifest Beginning with a Specific Canvas,Table of Contents for Multiple A/V Files on Multiple Canvases,0.22637351730997485
Load Manifest Beginning with a Specific Canvas,Basic Newspaper,0.19582348336360633
Load Manifest Beginning with a Specific Canvas,Using Caption and Subtitle Files in Multiple Languages with Video Content,0.2081191841339812
Load Manifest Beginning with a Specific Canvas,Image Thumbnail for Manifest,0.3102698326277012
Load Manifest Beginning with a Specific Canvas,Displaying Multiple Values with Language Maps,0.22864040049233172
Load Manifest Beginning with a Specific Canvas,Represent Canvas Fragment as a Geographic Area in a Web Mapping Client,0.24149955524406663
Load Manifest Beginning with a Specific Canvas,Locate a Manifest on a Web Map,0.25472786485617976
Load Manifest Beginning with a Specific Canvas,Using Caption and Subtitle Files with Video Content,0.20849089973081295
Load Manifest Beginning with a Specific Canvas,Navigation by Chronology,0.14911532201839137
Load Manifest Beginning with a Specific Canvas,Acknowledge Content Contributors,0.22715428650478048
Load Manifest Beginning with a Specific Canvas,Locate Multiple Canvases on a Web Map,0.24949627794308638
Load Manifest Beginning with a Specific Canvas,Annotation with a Non-Rectangular Polygon (Updated),0.16951938573069053
Load Manifest Beginning with a Specific Canvas,Simplest Annotation,0.38902229565118523
Load Manifest Beginning with a Specific Canvas,Embedded or referenced Annotations,0.1826017751827947
Load Manifest Beginning with a Specific Canvas,Missing Images in a Sequence,0.3533769163501784
Load Manifest Beginning with a Specific Canvas,Addressing a Spatial Region,0.29981259744013716
Load Manifest Beginning with a Specific Canvas,Image in Annotations,0.3732447950207826
Using Caption and Subtitle Files with Video Content,Simplest Manifest - Single Image File,0.18382660836732417
Using Caption and Subtitle Files with Video Content,Simplest Manifest - Audio,0.16548193754237023
Using Caption and Subtitle Files with Video Content,Simplest Manifest - Video,0.3249284126405851
Using Caption and Subtitle Files with Video Content,Image and Canvas with Differing Dimensions,0.21444785879153688
Using Caption and Subtitle Files with Video Content,Support Deep Viewing with Basic Use of a IIIF Image Service,0.21638000709494715
Using Caption and Subtitle Files with Video Content,Internationalization and Multi-language Values,0.14468781456964663
Using Caption and Subtitle Files with Video Content,Embedding HTML in descriptive properties,0.14848162049876437
Using Caption and Subtitle Files with Video Content,Rights statement,0.15217117009306302
Using Caption and Subtitle Files with Video Content,Simple Manifest - Book,0.20701767248055605
Using Caption and Subtitle Files with Video Content,Viewing direction and Its Effect on Navigation,0.15950589372413204
Using Caption and Subtitle Files with Video Content,"Book 'behavior' Variations (continuous, individuals)",0.17655248460075607
Using Caption and Subtitle Files with Video Content,Load a Preview Image Before the Main Content,0.19842711730976634
Using Caption and Subtitle Files with Video Content,Audio Presentation with Accompanying Image,0.18244781771408622
Using Caption and Subtitle Files with Video Content,Begin playback at a specific point - Time-based media,0.19484334073844248
Using Caption and Subtitle Files with Video Content,Providing Access to Transcript Files of A/V Content,0.19988846287490147
Using Caption and Subtitle Files with Video Content,HTML in Annotations,0.18918607049880487
Using Caption and Subtitle Files with Video Content,Simple Annotation — Tagging,0.19456792105964305
Using Caption and Subtitle Files with Video Content,Table of Contents for Book Chapters,0.1785516098787462
Using Caption and Subtitle Files with Video Content,Table of Contents for A/V Content,0.1684837044658032
Using Caption and Subtitle Files with Video Content,Metadata on any Resource,0.1314872214999848
Using Caption and Subtitle Files with Video Content,Multi-volume Work with Individually-bound Volumes,0.11017691684311479
Using Caption and Subtitle Files with Video Content,Multiple Volumes in a Single Bound Volume,0.15961821860546913
Using Caption and Subtitle Files with Video Content,Simple Collection,0.14728955214423162
Using Caption and Subtitle Files with Video Content,Providing Alternative Representations,0.19991502515913812
Using Caption and Subtitle Files with Video Content,Linking to Web Page of an Object,0.1934475853145734
Using Caption and Subtitle Files with Video Content,Linking to Structured Metadata,0.20202574083327163
Using Caption and Subtitle Files with Video Content,Table of Contents for Multiple A/V Files on a Single Canvas,0.1939897300086178
Using Caption and Subtitle Files with Video Content,Table of Contents for Multiple A/V Files on Multiple Canvases,0.18017314101400203
Using Caption and Subtitle Files with Video Content,Basic Newspaper,0.1508456059804542
Using Caption and Subtitle Files with Video Content,Using Caption and Subtitle Files in Multiple Languages with Video Content,0.22655136802275302
Using Caption and Subtitle Files with Video Content,Image Thumbnail for Manifest,0.1572688421619863
Using Caption and Subtitle Files with Video Content,Displaying Multiple Values with Language Maps,0.15321545661019534
Using Caption and Subtitle Files with Video Content,Represent Canvas Fragment as a Geographic Area in a Web Mapping Client,0.1533019142665552
Using Caption and Subtitle Files with Video Content,Locate a Manifest on a Web Map,0.16009809946649353
Using Caption and Subtitle Files with Video Content,Load Manifest Beginning with a Specific Canvas,0.20849089973081295
Using Caption and Subtitle Files with Video Content,Navigation by Chronology,0.08779612624630047
Using Caption and Subtitle Files with Video Content,Acknowledge Content Contributors,0.13962803806559518
Using Caption and Subtitle Files with Video Content,Locate Multiple Canvases on a Web Map,0.1533728020520604
Using Caption and Subtitle Files with Video Content,Annotation with a Non-Rectangular Polygon (Updated),0.10568929450590869
Using Caption and Subtitle Files with Video Content,Simplest Annotation,0.2336768281833845
Using Caption and Subtitle Files with Video Content,Embedded or referenced Annotations,0.1466246866858868
Using Caption and Subtitle Files with Video Content,Missing Images in a Sequence,0.17981748599893438
Using Caption and Subtitle Files with Video Content,Addressing a Spatial Region,0.17846513463625838
Using Caption and Subtitle Files with Video Content,Image in Annotations,0.21346298373147704
Navigation by Chronology,Simplest Manifest - Single Image File,0.14492259831856016
Navigation by Chronology,Simplest Manifest - Audio,0.09137703659613779
Navigation by Chronology,Simplest Manifest - Video,0.10344842604004177
Navigation by Chronology,Image and Canvas with Differing Dimensions,0.1251091148433255
Navigation by Chronology,Support Deep Viewing with Basic Use of a IIIF Image Service,0.1894550053364381
Navigation by Chronology,Internationalization and Multi-language Values,0.11263588966781322
Navigation by Chronology,Embedding HTML in descriptive properties,0.1168946382600831
Navigation by Chronology,Rights statement,0.11894700209523035
Navigation by Chronology,Simple Manifest - Book,0.16191955349869724
Navigation by Chronology,Viewing direction and Its Effect on Navigation,0.1298480879937424
Navigation by Chronology,"Book 'behavior' Variations (continuous, individuals)",0.13843137438467257
Navigation by Chronology,Load a Preview Image Before the Main Content,0.09591409371493968
Navigation by Chronology,Audio Presentation with Accompanying Image,0.1136690631494004
Navigation by Chronology,Begin playback at a specific point - Time-based media,0.09258371117069826
Navigation by Chronology,Providing Access to Transcript Files of A/V Content,0.09330525294545093
Navigation by Chronology,HTML in Annotations,0.11680352321786935
Navigation by Chronology,Simple Annotation — Tagging,0.1374159281652418
Navigation by Chronology,Table of Contents for Book Chapters,0.13155929725916393
Navigation by Chronology,Table of Contents for A/V Content,0.09384561179367733
Navigation by Chronology,Metadata on any Resource,0.11027366368824487
Navigation by Chronology,Multi-volume Work with Individually-bound Volumes,0.10038365116464389
Navigation by Chronology,Multiple Volumes in a Single Bound Volume,0.11717846189587824
Navigation by Chronology,Simple Collection,0.19588803707656774
Navigation by Chronology,Providing Alternative Representations,0.1613365704359184
Navigation by Chronology,Linking to Web Page of an Object,0.1496987617953454
Navigation by Chronology,Linking to Structured Metadata,0.16328401008050283
Navigation by Chronology,Table of Contents for Multiple A/V Files on a Single Canvas,0.09581227636928095
Navigation by Chronology,Table of Contents for Multiple A/V Files on Multiple Canvases,0.09788385516919378
Navigation by Chronology,Basic Newspaper,0.09034297452099181
Navigation by Chronology,Using Caption and Subtitle Files in Multiple Languages with Video Content,0.09163725820255934
Navigation by Chronology,Image Thumbnail for Manifest,0.1777989012191337
Navigation by Chronology,Displaying Multiple Values with Language Maps,0.10839431233691176
Navigation by Chronology,Represent Canvas Fragment as a Geographic Area in a Web Mapping Client,0.20450305782291467
Navigation by Chronology,Locate a Manifest on a Web Map,0.12637495816851893
Navigation by Chronology,Load Manifest Beginning with a Specific Canvas,0.14911532201839137
Navigation by Chronology,Using Caption and Subtitle Files with Video Content,0.08779612624630047
Navigation by Chronology,Acknowledge Content Contributors,0.12442496272118053
Navigation by Chronology,Locate Multiple Canvases on a Web Map,0.12425437496022435
Navigation by Chronology,Annotation with a Non-Rectangular Polygon (Updated),0.07489091507416107
Navigation by Chronology,Simplest Annotation,0.1483403047692535
Navigation by Chronology,Embedded or referenced Annotations,0.08123106462018176
Navigation by Chronology,Missing Images in a Sequence,0.15258597137725113
Navigation by Chronology,Addressing a Spatial Region,0.13812491504890057
Navigation by Chronology,Image in Annotations,0.16333231961555666
Acknowledge Content Contributors,Simplest Manifest - Single Image File,0.22720280458263983
Acknowledge Content Contributors,Simplest Manifest - Audio,0.13299400991132096
Acknowledge Content Contributors,Simplest Manifest - Video,0.15680012385430478
Acknowledge Content Contributors,Image and Canvas with Differing Dimensions,0.19246566620061914
Acknowledge Content Contributors,Support Deep Viewing with Basic Use of a IIIF Image Service,0.27625505793097416
Acknowledge Content Contributors,Internationalization and Multi-language Values,0.17466351080215287
Acknowledge Content Contributors,Embedding HTML in descriptive properties,0.17752428384858074
Acknowledge Content Contributors,Rights statement,0.18060931186224372
Acknowledge Content Contributors,Simple Manifest - Book,0.23989576301199794
Acknowledge Content Contributors,Viewing direction and Its Effect on Navigation,0.23562469680282147
Acknowledge Content Contributors,"Book 'behavior' Variations (continuous, individuals)",0.2044479851648168
Acknowledge Content Contributors,Load a Preview Image Before the Main Content,0.14976384355312541
Acknowledge Content Contributors,Audio Presentation with Accompanying Image,0.17700609750457297
Acknowledge Content Contributors,Begin playback at a specific point - Time-based media,0.13675395947215913
Acknowledge Content Contributors,Providing Access to Transcript Files of A/V Content,0.15024554399472223
Acknowledge Content Contributors,HTML in Annotations,0.21215201746475382
Acknowledge Content Contributors,Simple Annotation — Tagging,0.20602365799904834
Acknowledge Content Contributors,Table of Contents for Book Chapters,0.19701084156258072
Acknowledge Content Contributors,Table of Contents for A/V Content,0.14473892705530514
Acknowledge Content Contributors,Metadata on any Resource,0.20321357202723922
Acknowledge Content Contributors,Multi-volume Work with Individually-bound Volumes,0.10778016669358281
Acknowledge Content Contributors,Multiple Volumes in a Single Bound Volume,0.1791985274164275
Acknowledge Content Contributors,Simple Collection,0.15528145604919158
Acknowledge Content Contributors,Providing Alternative Representations,0.30008811648039
Acknowledge Content Contributors,Linking to Web Page of an Object,0.2576633541811881
Acknowledge Content Contributors,Linking to Structured Metadata,0.33805441480098597
Acknowledge Content Contributors,Table of Contents for Multiple A/V Files on a Single Canvas,0.1524195503857124
Acknowledge Content Contributors,Table of Contents for Multiple A/V Files on Multiple Canvases,0.14980749291702578
Acknowledge Content Contributors,Basic Newspaper,0.14021516778003637
Acknowledge Content Contributors,Using Caption and Subtitle Files in Multiple Languages with Video Content,0.1519652960554893
Acknowledge Content Contributors,Image Thumbnail for Manifest,0.4281374099630993
Acknowledge Content Contributors,Displaying Multiple Values with Language Maps,0.16118791577932204
Acknowledge Content Contributors,Represent Canvas Fragment as a Geographic Area in a Web Mapping Client,0.16322791480313717
Acknowledge Content Contributors,Locate a Manifest on a Web Map,0.17846882575619685
Acknowledge Content Contributors,Load Manifest Beginning with a Specific Canvas,0.22715428650478048
Acknowledge Content Contributors,Using Caption and Subtitle Files with Video Content,0.13962803806559518
Acknowledge Content Contributors,Navigation by Chronology,0.12442496272118053
Acknowledge Content Contributors,Locate Multiple Canvases on a Web Map,0.18275139568082038
Acknowledge Content Contributors,Annotation with a Non-Rectangular Polygon (Updated),0.1144622286585654
Acknowledge Content Contributors,Simplest Annotation,0.23848189084714116
Acknowledge Content Contributors,Embedded or referenced Annotations,0.12094497201784854
Acknowledge Content Contributors,Missing Images in a Sequence,0.22236029249798717
Acknowledge Content Contributors,Addressing a Spatial Region,0.19471721331656563
Acknowledge Content Contributors,Image in Annotations,0.25154690977030963
Locate Multiple Canvases on a Web Map,Simplest Manifest - Single Image File,0.22577812941638747
Locate Multiple Canvases on a Web Map,Simplest Manifest - Audio,0.15678539240552677
Locate Multiple Canvases on a Web Map,Simplest Manifest - Video,0.17818067739342366
Locate Multiple Canvases on a Web Map,Image and Canvas with Differing Dimensions,0.2067752515624809
Locate Multiple Canvases on a Web Map,Support Deep Viewing with Basic Use of a IIIF Image Service,0.28869912182316415
Locate Multiple Canvases on a Web Map,Internationalization and Multi-language Values,0.16235899235069282
Locate Multiple Canvases on a Web Map,Embedding HTML in descriptive properties,0.18304830655053644
Locate Multiple Canvases on a Web Map,Rights statement,0.18755332925662654
Locate Multiple Canvases on a Web Map,Simple Manifest - Book,0.261248361780787
Locate Multiple Canvases on a Web Map,Viewing direction and Its Effect on Navigation,0.20623170918788286
Locate Multiple Canvases on a Web Map,"Book 'behavior' Variations (continuous, individuals)",0.22309463188842454
Locate Multiple Canvases on a Web Map,Load a Preview Image Before the Main Content,0.16573619189678473
Locate Multiple Canvases on a Web Map,Audio Presentation with Accompanying Image,0.19327504462282458
Locate Multiple Canvases on a Web Map,Begin playback at a specific point - Time-based media,0.14721094280755287
Locate Multiple Canvases on a Web Map,Providing Access to Transcript Files of A/V Content,0.15897609805634882
Locate Multiple Canvases on a Web Map,HTML in Annotations,0.20263716699592785
Locate Multiple Canvases on a Web Map,Simple Annotation — Tagging,0.2269690099519313
Locate Multiple Canvases on a Web Map,Table of Contents for Book Chapters,0.21753148627808977
Locate Multiple Canvases on a Web Map,Table of Contents for A/V Content,0.16827361255318013
Locate Multiple Canvases on a Web Map,Metadata on any Resource,0.20231944008156885
Locate Multiple Canvases on a Web Map,Multi-volume Work with Individually-bound Volumes,0.13276282243809756
Locate Multiple Canvases on a Web Map,Multiple Volumes in a Single Bound Volume,0.19470759365990994
Locate Multiple Canvases on a Web Map,Simple Collection,0.19788946850636066
Locate Multiple Canvases on a Web Map,Providing Alternative Representations,0.25590863351853543
Locate Multiple Canvases on a Web Map,Linking to Web Page of an Object,0.26527544026650096
Locate Multiple Canvases on a Web Map,Linking to Structured Metadata,0.25882616149618337
Locate Multiple Canvases on a Web Map,Table of Contents for Multiple A/V Files on a Single Canvas,0.17306236979152914
Locate Multiple Canvases on a Web Map,Table of Contents for Multiple A/V Files on Multiple Canvases,0.33281620731446504
Locate Multiple Canvases on a Web Map,Basic Newspaper,0.15034462809835195
Locate Multiple Canvases on a Web Map,Using Caption and Subtitle Files in Multiple Languages with Video Content,0.1582155656578079
Locate Multiple Canvases on a Web Map,Image Thumbnail for Manifest,0.23374409447776284
Locate Multiple Canvases on a Web Map,Displaying Multiple Values with Language Maps,0.17936413089072026
Locate Multiple Canvases on a Web Map,Represent Canvas Fragment as a Geographic Area in a Web Mapping Client,0.19581649479241522
Locate Multiple Canvases on a Web Map,Locate a Manifest on a Web Map,0.38202592818167086
Locate Multiple Canvases on a Web Map,Load Manifest Beginning with a Specific Canvas,0.24949627794308638
Locate Multiple Canvases on a Web Map,Using Caption and Subtitle Files with Video Content,0.1533728020520604
Locate Multiple Canvases on a Web Map,Navigation by Chronology,0.12425437496022435
Locate Multiple Canvases on a Web Map,Acknowledge Content Contributors,0.18275139568082038
Locate Multiple Canvases on a Web Map,Annotation with a Non-Rectangular Polygon (Updated),0.12366141116903334
Locate Multiple Canvases on a Web Map,Simplest Annotation,0.26581986084125175
Locate Multiple Canvases on a Web Map,Embedded or referenced Annotations,0.1483451383835457
Locate Multiple Canvases on a Web Map,Missing Images in a Sequence,0.23743017589468104
Locate Multiple Canvases on a Web Map,Addressing a Spatial Region,0.2178763295622692
Locate Multiple Canvases on a Web Map,Image in Annotations,0.26592639610956637
Annotation with a Non-Rectangular Polygon (Updated),Simplest Manifest - Single Image File,0.16308611526680888
Annotation with a Non-Rectangular Polygon (Updated),Simplest Manifest - Audio,0.106689606100478
Annotation with a Non-Rectangular Polygon (Updated),Simplest Manifest - Video,0.12072324098115315
Annotation with a Non-Rectangular Polygon (Updated),Image and Canvas with Differing Dimensions,0.1501682803842481
Annotation with a Non-Rectangular Polygon (Updated),Support Deep Viewing with Basic Use of a IIIF Image Service,0.23832278869550325
Annotation with a Non-Rectangular Polygon (Updated),Internationalization and Multi-language Values,0.1247065147950598
Annotation with a Non-Rectangular Polygon (Updated),Embedding HTML in descriptive properties,0.15830871259090049
Annotation with a Non-Rectangular Polygon (Updated),Rights statement,0.16404735296727926
Annotation with a Non-Rectangular Polygon (Updated),Simple Manifest - Book,0.17689341590814503
Annotation with a Non-Rectangular Polygon (Updated),Viewing direction and Its Effect on Navigation,0.13636744400558587
Annotation with a Non-Rectangular Polygon (Updated),"Book 'behavior' Variations (continuous, individuals)",0.14777631146302878
Annotation with a Non-Rectangular Polygon (Updated),Load a Preview Image Before the Main Content,0.11085526455033318
Annotation with a Non-Rectangular Polygon (Updated),Audio Presentation with Accompanying Image,0.1337986802357501
Annotation with a Non-Rectangular Polygon (Updated),Begin playback at a specific point - Time-based media,0.10959017786928446
Annotation with a Non-Rectangular Polygon (Updated),Providing Access to Transcript Files of A/V Content,0.108534246949103
Annotation with a Non-Rectangular Polygon (Updated),HTML in Annotations,0.17852310707079377
Annotation with a Non-Rectangular Polygon (Updated),Simple Annotation — Tagging,0.216633588909462
Annotation with a Non-Rectangular Polygon (Updated),Table of Contents for Book Chapters,0.1462036046393128
Annotation with a Non-Rectangular Polygon (Updated),Table of Contents for A/V Content,0.10943798852692879
Annotation with a Non-Rectangular Polygon (Updated),Metadata on any Resource,0.12065604944866203
Annotation with a Non-Rectangular Polygon (Updated),Multi-volume Work with Individually-bound Volumes,0.08251182801445076
Annotation with a Non-Rectangular Polygon (Updated),Multiple Volumes in a Single Bound Volume,0.13180217313044035
Annotation with a Non-Rectangular Polygon (Updated),Simple Collection,0.10977064013190181
Annotation with a Non-Rectangular Polygon (Updated),Providing Alternative Representations,0.1692636396062495
Annotation with a Non-Rectangular Polygon (Updated),Linking to Web Page of an Object,0.1542464335200272
Annotation with a Non-Rectangular Polygon (Updated),Linking to Structured Metadata,0.17220018882791982
Annotation with a Non-Rectangular Polygon (Updated),Table of Contents for Multiple A/V Files on a Single Canvas,0.11438798458952663
Annotation with a Non-Rectangular Polygon (Updated),Table of Contents for Multiple A/V Files on Multiple Canvases,0.10877517573859755
Annotation with a Non-Rectangular Polygon (Updated),Basic Newspaper,0.1542313577596943
Annotation with a Non-Rectangular Polygon (Updated),Using Caption and Subtitle Files in Multiple Languages with Video Content,0.11402188724976589
Annotation with a Non-Rectangular Polygon (Updated),Image Thumbnail for Manifest,0.14438508558660598
Annotation with a Non-Rectangular Polygon (Updated),Displaying Multiple Values with Language Maps,0.11690081006336901
Annotation with a Non-Rectangular Polygon (Updated),Represent Canvas Fragment as a Geographic Area in a Web Mapping Client,0.11654795021048958
Annotation with a Non-Rectangular Polygon (Updated),Locate a Manifest on a Web Map,0.12861983020496265
Annotation with a Non-Rectangular Polygon (Updated),Load Manifest Beginning with a Specific Canvas,0.16951938573069053
Annotation with a Non-Rectangular Polygon (Updated),Using Caption and Subtitle Files with Video Content,0.10568929450590869
Annotation with a Non-Rectangular Polygon (Updated),Navigation by Chronology,0.07489091507416107
Annotation with a Non-Rectangular Polygon (Updated),Acknowledge Content Contributors,0.1144622286585654
Annotation with a Non-Rectangular Polygon (Updated),Locate Multiple Canvases on a Web Map,0.12366141116903334
Annotation with a Non-Rectangular Polygon (Updated),Simplest Annotation,0.22442640101086708
Annotation with a Non-Rectangular Polygon (Updated),Embedded or referenced Annotations,0.1444511367596058
Annotation with a Non-Rectangular Polygon (Updated),Missing Images in a Sequence,0.16092813894503824
Annotation with a Non-Rectangular Polygon (Updated),Addressing a Spatial Region,0.16027948741585238
Annotation with a Non-Rectangular Polygon (Updated),Image in Annotations,0.22224095690857779
Simplest Annotation,Simplest Manifest - Single Image File,0.32303203717870077
Simplest Annotation,Simplest Manifest - Audio,0.23664259019307576
Simplest Annotation,Simplest Manifest - Video,0.2672554692543317
Simplest Annotation,Image and Canvas with Differing Dimensions,0.32646467786246663
Simplest Annotation,Support Deep Viewing with Basic Use of a IIIF Image Service,0.47775293806070523
Simplest Annotation,Internationalization and Multi-language Values,0.24583128338861202
Simplest Annotation,Embedding HTML in descriptive properties,0.30532643495751394
Simplest Annotation,Rights statement,0.3135830011540182
Simplest Annotation,Simple Manifest - Book,0.3717291618984709
Simplest Annotation,Viewing direction and Its Effect on Navigation,0.2875520283038469
Simplest Annotation,"Book 'behavior' Variations (continuous, individuals)",0.31801160157126035
Simplest Annotation,Load a Preview Image Before the Main Content,0.24284544369145014
Simplest Annotation,Audio Presentation with Accompanying Image,0.29015436142223844
Simplest Annotation,Begin playback at a specific point - Time-based media,0.21540048732090403
Simplest Annotation,Providing Access to Transcript Files of A/V Content,0.23714484920893075
Simplest Annotation,HTML in Annotations,0.4208072115514983
Simplest Annotation,Simple Annotation — Tagging,0.3911317767908972
Simplest Annotation,Table of Contents for Book Chapters,0.3135904275651314
Simplest Annotation,Table of Contents for A/V Content,0.2415858193616752
Simplest Annotation,Metadata on any Resource,0.2377146001736917
Simplest Annotation,Multi-volume Work with Individually-bound Volumes,0.15974361469255347
Simplest Annotation,Multiple Volumes in a Single Bound Volume,0.28221561884743795
Simplest Annotation,Simple Collection,0.21276961837999717
Simplest Annotation,Providing Alternative Representations,0.3562962233448977
Simplest Annotation,Linking to Web Page of an Object,0.32635243827958865
Simplest Annotation,Linking to Structured Metadata,0.3602644330417075
Simplest Annotation,Table of Contents for Multiple A/V Files on a Single Canvas,0.2789893616402969
Simplest Annotation,Table of Contents for Multiple A/V Files on Multiple Canvases,0.23975358804501606
Simplest Annotation,Basic Newspaper,0.2474462004467503
Simplest Annotation,Using Caption and Subtitle Files in Multiple Languages with Video Content,0.24050802049708817
Simplest Annotation,Image Thumbnail for Manifest,0.29849854541054055
Simplest Annotation,Displaying Multiple Values with Language Maps,0.2545727656130869
Simplest Annotation,Represent Canvas Fragment as a Geographic Area in a Web Mapping Client,0.2678248422894249
Simplest Annotation,Locate a Manifest on a Web Map,0.2736642673582804
Simplest Annotation,Load Manifest Beginning with a Specific Canvas,0.38902229565118523
Simplest Annotation,Using Caption and Subtitle Files with Video Content,0.2336768281833845
Simplest Annotation,Navigation by Chronology,0.1483403047692535
Simplest Annotation,Acknowledge Content Contributors,0.23848189084714116
Simplest Annotation,Locate Multiple Canvases on a Web Map,0.26581986084125175
Simplest Annotation,Annotation with a Non-Rectangular Polygon (Updated),0.22442640101086708
Simplest Annotation,Embedded or referenced Annotations,0.31785771154198894
Simplest Annotation,Missing Images in a Sequence,0.3346217756654834
Simplest Annotation,Addressing a Spatial Region,0.30370710423808356
Simplest Annotation,Image in Annotations,0.527933832156628
Embedded or referenced Annotations,Simplest Manifest - Single Image File,0.16909233313756647
Embedded or referenced Annotations,Simplest Manifest - Audio,0.13661757576907432
Embedded or referenced Annotations,Simplest Manifest - Video,0.1517079247798536
Embedded or referenced Annotations,Image and Canvas with Differing Dimensions,0.17089273540015637
Embedded or referenced Annotations,Support Deep Viewing with Basic Use of a IIIF Image Service,0.19785138380815018
Embedded or referenced Annotations,Internationalization and Multi-language Values,0.16111983972961338
